Customer_Name,Customer_ID,Order_ID,Order_Date,Product_ID,Product,Category,Subsidiary_Name,Country,States,Price($),Year,Sales_Amount($),Quantity
Bwanaz,BN-1253,ORD-4708,3/12/2017,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,2017,7,000.00,500
Costco,CC-1252,ORD-4709,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,7,200.00,600
Kroger,KG-1251,ORD-4710,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Walmart,WM-1250,ORD-4711,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,17,000.00,1000
Walmart,WM-1250,ORD-4712,,PROD-103,ace-berry,Red,Ace Cider,USA,Oregon,9.00,,9,900.00,1100
Walmart,WM-1250,ORD-4713,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4714,15/12/2021,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2021,15,300.00,900
Costco,CC-1252,ORD-4715,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4716,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4717,7/6/2018,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,2018,62,000.00,1000
Kroger,KG-1251,ORD-4718,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,55,800.00,900
Costco,CC-1252,ORD-4719,22/11/2015,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,2015,26,000.00,500
Bwanaz,BN-1253,ORD-4720,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Walmart,WM-1250,ORD-4721,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-4722,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Texas,65.00,,39,000.00,600
Costco,CC-1252,ORD-4723,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4724,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4725,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4726,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Texas,31.00,,27,900.00,900
Costco,CC-1252,ORD-4727,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Bwanaz,BN-1253,ORD-4728,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Costco,CC-1252,ORD-4729,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Washington,12.00,,7,200.00,600
Kroger,KG-1251,ORD-4730,,PROD-103,ace-berry,Red,Ace Cider,USA,Oregon,9.00,,8,100.00,900
Walmart,WM-1250,ORD-4731,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-4732,7/3/2019,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2019,14,400.00,1200
Walmart,WM-1250,ORD-4733,7/12/2019,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,2019,22,800.00,1200
Kroger,KG-1251,ORD-4734,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-4735,22/12/2018,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Washington,62.00,2018,37,200.00,600
Bwanaz,BN-1253,ORD-4736,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,5,400.00,600
Walmart,WM-1250,ORD-4737,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,900.00,1100
Kroger,KG-1251,ORD-4738,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,55,800.00,900
Costco,CC-1252,ORD-4739,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4740,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4741,7/9/2021,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Oregon,12.00,2021,14,400.00,1200
Kroger,KG-1251,ORD-4742,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,,46,800.00,900
Costco,CC-1252,ORD-4743,22/1/2018,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2018,8,400.00,700
Bwanaz,BN-1253,ORD-4744,3/9/2020,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4745,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4746,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,8,100.00,900
Costco,CC-1252,ORD-4747,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4748,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Costco,CC-1252,ORD-4749,22/6/2016,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,California,65.00,2016,39,000.00,600
Kroger,KG-1251,ORD-4750,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Texas,31.00,,27,900.00,900
Walmart,WM-1250,ORD-4751,7/1/2020,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,2020,22,800.00,1200
Walmart,WM-1250,ORD-4752,7/1/2019,PROD- 101,ace-mango,White,Ace Cider,USA,Oregon,12.00,2019,14,400.00,1200
Walmart,WM-1250,ORD-4753,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,900.00,1100
Kroger,KG-1251,ORD-4754,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Oregon,21.00,,12,600.00,600
Costco,CC-1252,ORD-4755,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4756,3/7/2020,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4757,7/7/2018,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Washington,14.00,2018,14,000.00,1000
Kroger,KG-1251,ORD-4758,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Oregon,31.00,,27,900.00,900
Costco,CC-1252,ORD-4759,22/2/2018,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2018,8,400.00,700
Bwanaz,BN-1253,ORD-4760,3/10/2020,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4761,7/4/2019,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2019,14,400.00,1200
Kroger,KG-1251,ORD-4762,,PROD-103,ace-berry,Red,Ace Cider,USA,Oregon,9.00,,8,100.00,900
Costco,CC-1252,ORD-4763,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4764,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4765,7/2/2020,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,2020,22,800.00,1200
Kroger,KG-1251,ORD-4766,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,California,21.00,,12,600.00,600
Costco,CC-1252,ORD-4767,22/1/2019,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,2019,37,200.00,600
Bwanaz,BN-1253,ORD-4768,3/11/2020,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2020,7,200.00,600
Costco,CC-1252,ORD-4769,22/3/2018,PROD- 101,ace-mango,White,Ace Cider,USA,Washington,12.00,2018,8,400.00,700
Kroger,KG-1251,ORD-4770,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Texas,52.00,,46,800.00,900
Walmart,WM-1250,ORD-4771,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-4772,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-4773,7/10/2021,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2021,14,400.00,1200
Kroger,KG-1251,ORD-4774,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Oregon,40.00,,36,000.00,900
Costco,CC-1252,ORD-4775,22/4/2018,PROD- 101,ace-mango,White,Ace Cider,USA,Washington,12.00,2018,8,400.00,700
Bwanaz,BN-1253,ORD-4776,3/12/2020,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4777,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Washington,12.00,,14,400.00,1200
Kroger,KG-1251,ORD-4778,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,8,100.00,900
Costco,CC-1252,ORD-4779,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4780,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4781,7/6/2015,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Washington,65.00,2015,65,000.00,1000
Kroger,KG-1251,ORD-4782,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,California,31.00,,27,900.00,900
Costco,CC-1252,ORD-4783,22/8/2018,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,2018,11,400.00,600
Bwanaz,BN-1253,ORD-4784,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Walmart,WM-1250,ORD-4785,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-4786,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,California,21.00,,12,600.00,600
Costco,CC-1252,ORD-4787,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,7,200.00,600
Bwanaz,BN-1253,ORD-4788,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Costco,CC-1252,ORD-4789,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Kroger,KG-1251,ORD-4790,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,55,800.00,900
Walmart,WM-1250,ORD-4791,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,900.00,1100
Walmart,WM-1250,ORD-4792,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,900.00,1100
Walmart,WM-1250,ORD-4793,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4794,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,8,100.00,900
Costco,CC-1252,ORD-4795,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4796,3/8/2020,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4797,7/3/2016,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,2016,62,400.00,1200
Kroger,KG-1251,ORD-4798,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Oregon,40.00,,36,000.00,900
Costco,CC-1252,ORD-4799,22/9/2018,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Washington,19.00,2018,11,400.00,600
Bwanaz,BN-1253,ORD-4800,3/1/2021,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2021,7,200.00,600
Walmart,WM-1250,ORD-4801,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-4802,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,,46,800.00,900
Costco,CC-1252,ORD-4803,22/11/2016,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Washington,14.00,2016,7,000.00,500
Bwanaz,BN-1253,ORD-4804,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4805,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4806,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,California,65.00,,39,000.00,600
Costco,CC-1252,ORD-4807,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-4808,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,5,400.00,600
Costco,CC-1252,ORD-4809,22/7/2014,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Texas,12.00,2014,6,000.00,500
Kroger,KG-1251,ORD-4810,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,15,300.00,900
Walmart,WM-1250,ORD-4811,7/8/2018,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Oregon,14.00,2018,14,000.00,1000
Walmart,WM-1250,ORD-4812,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-4813,7/7/2015,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Washington,31.00,2015,24,800.00,800
Kroger,KG-1251,ORD-4814,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,17,100.00,900
Costco,CC-1252,ORD-4815,22/9/2015,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Texas,21.00,2015,10,500.00,500
Bwanaz,BN-1253,ORD-4816,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Walmart,WM-1250,ORD-4817,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,900.00,1100
Kroger,KG-1251,ORD-4818,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,55,800.00,900
Costco,CC-1252,ORD-4819,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4820,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4821,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4822,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,,46,800.00,900
Costco,CC-1252,ORD-4823,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-4824,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,5,400.00,600
Walmart,WM-1250,ORD-4825,7/5/2019,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Oregon,12.00,2019,14,400.00,1200
Kroger,KG-1251,ORD-4826,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,15,300.00,900
Costco,CC-1252,ORD-4827,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,,7,200.00,600
Bwanaz,BN-1253,ORD-4828,3/1/2018,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Texas,14.00,2018,7,000.00,500
Costco,CC-1252,ORD-4829,22/9/2016,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Washington,40.00,2016,28,000.00,700
Kroger,KG-1251,ORD-4830,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,17,100.00,900
Walmart,WM-1250,ORD-4831,7/5/2016,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Oregon,40.00,2016,48,000.00,1200
Walmart,WM-1250,ORD-4832,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,17,000.00,1000
Walmart,WM-1250,ORD-4833,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-4834,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-4835,22/12/2016,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Texas,14.00,2016,7,000.00,500
Bwanaz,BN-1253,ORD-4836,3/9/2020,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4837,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4838,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,55,800.00,900
Costco,CC-1252,ORD-4839,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-4840,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Walmart,WM-1250,ORD-4841,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4842,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,15,300.00,900
Costco,CC-1252,ORD-4843,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4844,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4845,7/7/2018,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,2018,62,000.00,1000
Kroger,KG-1251,ORD-4846,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,,46,800.00,900
Costco,CC-1252,ORD-4847,22/7/2016,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,California,65.00,2016,39,000.00,600
Bwanaz,BN-1253,ORD-4848,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,5,400.00,600
Costco,CC-1252,ORD-4849,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,11,900.00,700
Kroger,KG-1251,ORD-4850,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,California,31.00,,27,900.00,900
Walmart,WM-1250,ORD-4851,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,14,400.00,1200
Walmart,WM-1250,ORD-4852,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,14,400.00,1200
Walmart,WM-1250,ORD-4853,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4854,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-4855,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-4856,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,5,400.00,600
Walmart,WM-1250,ORD-4857,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4858,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,15,300.00,900
Costco,CC-1252,ORD-4859,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,,7,200.00,600
Bwanaz,BN-1253,ORD-4860,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4861,7/6/2015,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Oregon,21.00,2015,21,000.00,1000
Kroger,KG-1251,ORD-4862,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,,36,000.00,900
Costco,CC-1252,ORD-4863,22/10/2018,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,2018,11,400.00,600
Bwanaz,BN-1253,ORD-4864,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Walmart,WM-1250,ORD-4865,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-4866,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,55,800.00,900
Costco,CC-1252,ORD-4867,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4868,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Costco,CC-1252,ORD-4869,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Washington,12.00,,7,200.00,600
Kroger,KG-1251,ORD-4870,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,55,800.00,900
Walmart,WM-1250,ORD-4871,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,900.00,1100
Walmart,WM-1250,ORD-4872,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,17,000.00,1000
Walmart,WM-1250,ORD-4873,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4874,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,8,100.00,900
Costco,CC-1252,ORD-4875,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4876,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4877,7/4/2016,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,2016,62,400.00,1200
Kroger,KG-1251,ORD-4878,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,California,65.00,,39,000.00,600
Costco,CC-1252,ORD-4879,22/2/2015,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Texas,31.00,2015,21,700.00,700
Bwanaz,BN-1253,ORD-4880,3/2/2021,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2021,7,200.00,600
Walmart,WM-1250,ORD-4881,,PROD-103,ace-berry,Red,Ace Cider,USA,Oregon,9.00,,9,900.00,1100
Kroger,KG-1251,ORD-4882,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,17,100.00,900
Costco,CC-1252,ORD-4883,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4884,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4885,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4886,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Texas,21.00,,12,600.00,600
Costco,CC-1252,ORD-4887,22/4/2020,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2020,4,500.00,500
Bwanaz,BN-1253,ORD-4888,3/3/2021,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2021,7,200.00,600
Costco,CC-1252,ORD-4889,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,7,200.00,600
Kroger,KG-1251,ORD-4890,15/4/2017,PROD- 101,ace-mango,White,Ace Cider,USA,Oregon,12.00,2017,10,800.00,900
Walmart,WM-1250,ORD-4891,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-4892,7/6/2019,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Washington,12.00,2019,14,400.00,1200
